2024-02-23 18:02:52,480 INFO    StreamThr :69852 [internal.py:wandb_internal():86] W&B internal server running at pid: 69852, started at: 2024-02-23 18:02:52.479313
2024-02-23 18:02:52,481 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: status
2024-02-23 18:02:52,481 INFO    WriterThread:69852 [datastore.py:open_for_write():87] open: C:\Users\nhcla\Documents\Uni\Machine Learning\Rocket-League-Bots\wandb\run-20240223_180252-ipwoi3ah\run-ipwoi3ah.wandb
2024-02-23 18:02:52,483 DEBUG   SenderThread:69852 [sender.py:send():382] send: header
2024-02-23 18:02:52,504 DEBUG   SenderThread:69852 [sender.py:send():382] send: run
2024-02-23 18:02:52,922 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: check_version
2024-02-23 18:02:52,924 INFO    SenderThread:69852 [dir_watcher.py:__init__():211] watching files in: C:\Users\nhcla\Documents\Uni\Machine Learning\Rocket-League-Bots\wandb\run-20240223_180252-ipwoi3ah\files
2024-02-23 18:02:52,924 INFO    SenderThread:69852 [sender.py:_start_run_threads():1136] run started: ipwoi3ah with start time 1708707772.479313
2024-02-23 18:02:52,924 DEBUG   SenderThread:69852 [sender.py:send_request():409] send_request: check_version
2024-02-23 18:02:52,974 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: run_start
2024-02-23 18:02:52,991 DEBUG   HandlerThread:69852 [system_info.py:__init__():27] System info init
2024-02-23 18:02:52,991 DEBUG   HandlerThread:69852 [system_info.py:__init__():42] System info init done
2024-02-23 18:02:52,991 INFO    HandlerThread:69852 [system_monitor.py:start():194] Starting system monitor
2024-02-23 18:02:52,991 INFO    SystemMonitor:69852 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-23 18:02:52,991 INFO    HandlerThread:69852 [system_monitor.py:probe():214] Collecting system info
2024-02-23 18:02:52,999 INFO    SystemMonitor:69852 [interfaces.py:start():190] Started cpu monitoring
2024-02-23 18:02:52,999 INFO    SystemMonitor:69852 [interfaces.py:start():190] Started disk monitoring
2024-02-23 18:02:52,999 INFO    SystemMonitor:69852 [interfaces.py:start():190] Started gpu monitoring
2024-02-23 18:02:53,013 INFO    SystemMonitor:69852 [interfaces.py:start():190] Started memory monitoring
2024-02-23 18:02:53,020 INFO    SystemMonitor:69852 [interfaces.py:start():190] Started network monitoring
2024-02-23 18:02:53,028 DEBUG   HandlerThread:69852 [system_info.py:probe():151] Probing system
2024-02-23 18:02:53,029 DEBUG   HandlerThread:69852 [system_info.py:_probe_git():136] Probing git
2024-02-23 18:02:53,074 DEBUG   HandlerThread:69852 [system_info.py:_probe_git():144] Probing git done
2024-02-23 18:02:53,075 DEBUG   HandlerThread:69852 [system_info.py:probe():199] Probing system done
2024-02-23 18:02:53,075 DEBUG   HandlerThread:69852 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-02-23T17:02:53.029546', 'startedAt': '2024-02-23T17:02:52.474190', 'docker': None, 'cuda': None, 'args': ('fff',), 'state': 'running', 'program': 'C:\\Users\\nhcla\\Documents\\Uni\\Machine Learning\\Rocket-League-Bots\\Training.py', 'codePathLocal': 'Training.py', 'codePath': 'Training.py', 'git': {'remote': 'https://github.com/Joeyjdl/Rocket-League-Bots.git', 'commit': '4542fe33d440ee58057975cc116620ca01a69e2f'}, 'email': 'nhclaessens@gmail.com', 'root': 'C:/Users/nhcla/Documents/Uni/Machine Learning/Rocket-League-Bots', 'host': 'Space-heater', 'username': 'nhcla', 'executable': 'C:\\Users\\nhcla\\AppData\\Local\\Programs\\Python\\Python39\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 4701.0, 'min': 0.0, 'max': 4701.0}, 'cpu_freq_per_core': [{'current': 4701.0, 'min': 0.0, 'max': 4701.0}], 'disk': {'/': {'total': 983.2382774353027, 'used': 157.06830978393555}}, 'gpu': 'NVIDIA GeForce RTX 4080 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4080 SUPER', 'memory_total': 17171480576}], 'memory': {'total': 63.21756362915039}}
2024-02-23 18:02:53,075 INFO    HandlerThread:69852 [system_monitor.py:probe():224] Finished collecting system info
2024-02-23 18:02:53,075 INFO    HandlerThread:69852 [system_monitor.py:probe():227] Publishing system info
2024-02-23 18:02:53,075 INFO    HandlerThread:69852 [system_monitor.py:probe():229] Finished publishing system info
2024-02-23 18:02:53,082 DEBUG   SenderThread:69852 [sender.py:send():382] send: files
2024-02-23 18:02:53,083 INFO    SenderThread:69852 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-23 18:02:53,087 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: python_packages
2024-02-23 18:02:53,087 DEBUG   SenderThread:69852 [sender.py:send_request():409] send_request: python_packages
2024-02-23 18:02:53,087 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: stop_status
2024-02-23 18:02:53,087 DEBUG   SenderThread:69852 [sender.py:send_request():409] send_request: stop_status
2024-02-23 18:02:53,088 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-23 18:02:53,293 DEBUG   SenderThread:69852 [sender.py:send():382] send: telemetry
2024-02-23 18:02:53,294 DEBUG   SenderThread:69852 [sender.py:send():382] send: telemetry
2024-02-23 18:02:53,295 DEBUG   SenderThread:69852 [sender.py:send():382] send: telemetry
2024-02-23 18:02:53,295 DEBUG   SenderThread:69852 [sender.py:send():382] send: exit
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:send_exit():589] handling exit code: 0
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:send_exit():591] handling runtime: 0
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:send_exit():597] send defer
2024-02-23 18:02:53,295 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: defer
2024-02-23 18:02:53,295 INFO    HandlerThread:69852 [handler.py:handle_request_defer():172] handle defer: 0
2024-02-23 18:02:53,295 DEBUG   SenderThread:69852 [sender.py:send_request():409] send_request: defer
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:send_request_defer():613] handle sender defer: 0
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:transition_state():617] send defer: 1
2024-02-23 18:02:53,295 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: defer
2024-02-23 18:02:53,295 INFO    HandlerThread:69852 [handler.py:handle_request_defer():172] handle defer: 1
2024-02-23 18:02:53,295 DEBUG   SenderThread:69852 [sender.py:send_request():409] send_request: defer
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:send_request_defer():613] handle sender defer: 1
2024-02-23 18:02:53,295 INFO    SenderThread:69852 [sender.py:transition_state():617] send defer: 2
2024-02-23 18:02:53,297 DEBUG   HandlerThread:69852 [handler.py:handle_request():146] handle_request: defer
2024-02-23 18:02:53,297 INFO    HandlerThread:69852 [handler.py:handle_request_defer():172] handle defer: 2
2024-02-23 18:02:53,297 INFO    HandlerThread:69852 [system_monitor.py:finish():203] Stopping system monitor
2024-02-23 18:02:53,306 DEBUG   SystemMonitor:69852 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-02-23 18:02:53,306 DEBUG   SystemMonitor:69852 [system_monitor.py:_start():179] Finished system metrics aggregation loop
