2024-02-23 17:03:47,013 INFO    StreamThr :47636 [internal.py:wandb_internal():86] W&B internal server running at pid: 47636, started at: 2024-02-23 17:03:47.012037
2024-02-23 17:03:47,014 DEBUG   HandlerThread:47636 [handler.py:handle_request():146] handle_request: status
2024-02-23 17:03:47,015 INFO    WriterThread:47636 [datastore.py:open_for_write():87] open: C:\Users\nhcla\Documents\Uni\Machine Learning\Rocket-League-Bots\wandb\run-20240223_170346-sarbjriw\run-sarbjriw.wandb
2024-02-23 17:03:47,016 DEBUG   SenderThread:47636 [sender.py:send():382] send: header
2024-02-23 17:03:47,039 DEBUG   SenderThread:47636 [sender.py:send():382] send: run
2024-02-23 17:03:47,397 INFO    SenderThread:47636 [dir_watcher.py:__init__():211] watching files in: C:\Users\nhcla\Documents\Uni\Machine Learning\Rocket-League-Bots\wandb\run-20240223_170346-sarbjriw\files
2024-02-23 17:03:47,397 INFO    SenderThread:47636 [sender.py:_start_run_threads():1136] run started: sarbjriw with start time 1708704227.013077
2024-02-23 17:03:47,405 DEBUG   HandlerThread:47636 [handler.py:handle_request():146] handle_request: check_version
2024-02-23 17:03:47,405 DEBUG   SenderThread:47636 [sender.py:send_request():409] send_request: check_version
2024-02-23 17:03:47,463 DEBUG   HandlerThread:47636 [handler.py:handle_request():146] handle_request: run_start
2024-02-23 17:03:47,478 DEBUG   HandlerThread:47636 [system_info.py:__init__():27] System info init
2024-02-23 17:03:47,478 DEBUG   HandlerThread:47636 [system_info.py:__init__():42] System info init done
2024-02-23 17:03:47,478 INFO    HandlerThread:47636 [system_monitor.py:start():194] Starting system monitor
2024-02-23 17:03:47,479 INFO    SystemMonitor:47636 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-23 17:03:47,479 INFO    HandlerThread:47636 [system_monitor.py:probe():214] Collecting system info
2024-02-23 17:03:47,485 INFO    SystemMonitor:47636 [interfaces.py:start():190] Started cpu monitoring
2024-02-23 17:03:47,485 INFO    SystemMonitor:47636 [interfaces.py:start():190] Started disk monitoring
2024-02-23 17:03:47,486 INFO    SystemMonitor:47636 [interfaces.py:start():190] Started gpu monitoring
2024-02-23 17:03:47,497 INFO    SystemMonitor:47636 [interfaces.py:start():190] Started memory monitoring
2024-02-23 17:03:47,506 DEBUG   HandlerThread:47636 [system_info.py:probe():151] Probing system
